"SEQ_NO","MTI","CARD_NO","PROC_CODE","ORIGINAL_DATE","TRACE_NO","REF_NO","ACQ_ID","ISS_ID","APPROVAL_CODE","RESPONSE_CODE","TERM_ID","ORIGINAL_DATA","REVERSED","TNX_STAMP","PACKAGER","AMOUNT","ACCOUNT_NO","LOCAL_TIME","LOCAL_DATE","SETTLE_DATE","MCC","CURRENCY_CODE","DEST_ACCOUNT","RECONCILE_TIME","TRANX_DATE","ADD_INFO","SERVICE_CODE","VAS_INFO","BEN_ID","IBFT_INFO","AMOUNT_SETTLEMENT","AMOUNT_CARDHOLDER","CURRENCY_CODE_SETTLEMENT","CURRENCY_CODE_CARDHOLDER","CONVERSION_RATE_SETTLEMENT","CONVERSION_RATE_CARDHOLDER","USER_DEFINE","TRANX_REF","ACQ_INST_COUNTRY_CODE","POS_ENTRY_MODE","POS_CONDITION_CODE","CARD_ACCEPT_ID_CODE","CARD_ACCEPT_NAME_LOCATION","SETTLEMENT_CODE","PAYMENT_CODE","INFO_HOLDER_BENECIARY","RECORD_DATA","ADD_RECORD_DATA","REVERSED123","REVERSED124","REVERSED125","MESSAGE_NUMBER","LAST_MESSAGE_NUMBER","INSERT INTO RPT.ISOMESSAGE (SEQ_NO","LAST_MESSAGE_NUMBER) VALUES"
301072718,"0200","9704421400004233","912020","0909024921","075793","525202075793","970442",,,,INB00001,,N,2025-09-09 09:49:23.000,,230000,"113010000005700","094858","0909","0909","7399","704","0129837294",,2025-09-09 00:00:00.000,"NGUYEN THI LEQ
",IF_DEP,"5252IBT1dQ2AEUMW","970406",RIB UAT TEST,230000,,"704",,"00000001",,"04","5252IBT1dQ2AEUMW",,"000","00","000000000000001",HLBVN                  INB00001      VNM,1,,,,,,,,,,,
301072762,"0200","82247882","912000","0909025113","273402","525209273402","555567","980478",,,"10000000",,N,2025-09-09 09:51:13.000,,5000000,"82247882","095113","0909","0909",,"704","9704431148048439",,2025-09-09 00:00:00.000,"shb
hanoi",IF_DEP,"5252BIDCA22ZHGUL",,Phuong chuyen tien 0909,5000000,,"704",,"00000001",,"04","5252BIDCA22ZHGUL",,"000","00","000000099999999",HA NOI     LY THUONG KIET          NAVNM,1,,DANG THI NHUNG,,,,,,,,,
301072753,"0200","2589582851431","912000","0909025148","003691","308754003691","970422",,,,"97042205",,N,2025-09-09 09:51:51.000,,20000000,"2589582851431","095148","0909","0909","7299","704","9704063859183426",,2025-09-09 00:00:00.000,"MBBANK IBFT
Cat Linh Ba Dinh Ha Noi VN",IF_DEP,"5252IBT1dQ2AEUMI",,CHUYEN TIEN CHO DOANH NGHIEP,20000000,,"704",,"00000001",,"05","5252IBT1dQ2AEUMI",,"000","00","111111111111111",IBT-MB                   HANOI       VNM,1,,,,,,,,,,,
301072772,"0200","84738605","912020","0909025156","407943","525209407943","555666","980478",,,"10000000",,N,2025-09-09 09:51:56.000,,10000000,"84738605","095156","0909","0909",,"704",V4D02000020,,2025-09-09 00:00:00.000,"BIDV
Ha Noi",IF_DEP,"5252BIDCA22ZHGUZ","970418",aaaa,10000000,,"704",,"00000001",,"04","5252BIDCA22ZHGUZ",,"000","00","000000099999999",VNM                                     ,1,,THUY 50,,,,,,,,,
301072778,"0200","84738605","912020","0909025230","222917","525209222917","555666","980478",,,"10000000",,N,2025-09-09 09:52:30.000,,10000000,"84738605","095230","0909","0909",,"704",V4D02000020,,2025-09-09 00:00:00.000,"BIDV
Ha Noi",IF_DEP,"5252BIDCA22ZHGU4","970418",aaaa,10000000,,"704",,"00000001",,"04","5252BIDCA22ZHGU4",,"000","00","000000099999999",VNM                                     ,1,,THUY 50,,,,,,,,,
301072785,"0200",LUONG01,"912020","0909025249","878497","525220878497","970422","980478",,,"00019279",,N,2025-09-09 09:52:49.000,,2500000,LUONG01,"095244","0909","0909",,"704","123456",,2025-09-09 00:00:00.000,"NGUYEN LAN ANH WHNU
18 Le Van Luong Yen Hoa Ha Noi VN",IF_DEP,"5252MSCBA22ZHGUW","970467",ytesst,2500000,,"704",,"00000001",,"05","5252MSCBA22ZHGUW",,"000","00","111111111111111",IBT-MB                 HANOI         VNM,1,,"3ki tu db",,,,,,,,,
301072832,"0200","0021019688003","912020","0909095433","025559","525220025559","970438","980478",,,"00000001",,N,2025-09-09 09:54:34.000,,1075700,"0021019688003","095433","0909","0909",,"704","51218242",,2025-09-09 00:00:00.000,"KHACH HANG 1589834
",IF_DEP,"5252BVBVA22ZHGUH","555666",Tool ck daily 128,1075700,,"704",,"00000001",,"04","5252BVBVA22ZHGUH",,"012","05",BAOVIETBANK0001,IBT NAPAS                HANOI       VNM,1,,Nguyen Van Bao Viet,,,,,,,,,
301072803,"0200","3613548478289","912020","0909025358","003694","438248003694","970422",,,,"97042299",,N,2025-09-09 09:54:02.000,,222222200,"3613548478289","095358","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"MBBANK IBFT
Cat Linh Ba Dinh Ha Noi VN",IF_DEP,"5252IBT1dQ2AEUM5","970406",ska ,222222200,,"704",,"00000001",,"99","5252IBT1dQ2AEUM5",,"000","00","111111111111111",IBT-MB                   HANOI       VNM,1,,,,,,,,,,,
301072822,"0200","01442757","912020","0909025408","991960","525209991960","555567","980478",,,"10000000",,N,2025-09-09 09:54:08.000,,49900000000,"01442757","095408","0909","0909",,"704","104110000001235",,2025-09-09 00:00:00.000,"VRB
Ha Noi",IF_DEP,"5252BIDCA22ZHGUV","970421",ct,49900000000,,"704",,"00000001",,"04","5252BIDCA22ZHGUV",,"000","00","000000099999999",VNM                                     ,1,,CUSTOMER_000002895,,,,,,,,,
301072807,"0200","8834723424","912020","0909025409","391471","525202391471","970418",,,,"38222345",,N,2025-09-09 09:54:18.000,,5000000,"8834723424","095409","0909","0909","7299","704","0129837294",,2025-09-09 00:00:00.000,"NGUYEN THI NGOC HUYEN NGUYEN THANH TIEN NGUYEN THI HIEN ldcfOl qhF qDOB 
",IF_DEP,"5252IBT1dQ2AEUMA","970406",PHYAIP VJO PHUD JYAIP chuyen tien,5000000,,"704",,"00000001",,"05","5252IBT1dQ2AEUMA",,"010","00",BIDV           ,IBT BIDV                 HANOI       VNM,1,,,,,,,,,,,
301072839,"0200",LUONG01,"912020","0909025447","434516","525220434516","970422","980478",,,"00016779",,N,2025-09-09 09:54:47.000,,2500000,LUONG01,"095443","0909","0909",,"704","123456",,2025-09-09 00:00:00.000,"NGUYEN LAN ANH WHNU
18 Le Van Luong Yen Hoa Ha Noi VN",IF_DEP,"5252MSCBA22ZHGUD","970467",ytesst,2500000,,"704",,"00000001",,"05","5252MSCBA22ZHGUD",,"000","00","111111111111111",IBT-MB                 HANOI         VNM,1,,"3ki tu db",,,,,,,,,
301072770,"0210","2589582851431","912000","0909025148","003691","308754003691","970422",,"550842","00","97042205",,N,2025-09-09 09:51:51.000,,20000000,"2589582851431","095148","0909","0909","7299","704","9704063859183426",,2025-09-09 00:00:00.000,"MBBANK IBFT
Cat Linh Ba Dinh Ha Noi VN",IF_DEP,"5252IBT1dQ2AEUMI",,CHUYEN TIEN CHO DOANH NGHIEP,20000000,,"704",,"00000001",,"05","5252IBT1dQ2AEUMI",,"000","00",,,1,,,,,,,,,,,
301072773,"0210","84738605","912020","0909025156","407943","525209407943","555666","980478",,"68","10000000",,N,2025-09-09 09:51:57.000,,10000000,"84738605","095156","0909","0909",,"704",V4D02000020,,2025-09-09 00:00:00.000,"BIDV
Ha Noi",IF_DEP,"5252BIDCA22ZHGUZ","970418",aaaa,10000000,,"704",,"00000001",,"04","5252BIDCA22ZHGUZ",,"000","00",,,1,,,,,,,,,,,
301072463,"0210","101910000000061","912020","0909024405","016916","525202016916","970421","980478",,"68","97042100",,N,2025-09-09 09:44:20.000,,1100200,"101910000000061","094405","0909","0909",,"704","01442757",,2025-09-09 00:00:00.000,"TRAN NU THUY DUNG
",IF_DEP,"5252VRBAA22ZHG4U","555567",TRAN NU THUY DUNG CHUYEN KHOAN tai ATB,1100200,,"704",,"00000001",,"05","5252VRBAA22ZHG4U",,,,,,1,,VRB,,,,,,,,,
301072459,"0210","1020412431","912020","0909024428","656886","525202656886","970443",,"361039","00","11111111",,N,2025-09-09 09:44:28.000,,500000,"1020412431","094428","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEU9X","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEU9X",,"000","00",,,1,,,,,,,,,,,
301072460,"0210","1020412431","912020","0909024428","854308","525202854308","970443",,"305149","00","11111111",,N,2025-09-09 09:44:28.000,,1000000,"1020412431","094428","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEU9R","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEU9R",,"000","00",,,1,,,,,,,,,,,
301072484,"0210","0021019688003","912020","0909094431","025557","525220025557","970438","980478","209510","00","00000001",,N,2025-09-09 09:44:33.000,,1067900,"0021019688003","094431","0909","0909",,"704","51218242",,2025-09-09 00:00:00.000,"KHACH HANG 1589834
",IF_DEP,"5252BVBVA22ZHG4G","555666",Tool ck daily 127,1067900,,"704",,"00000001",,"04","5252BVBVA22ZHG4G",,"012","05",,,1,,Nguyen Van Bao Viet,,,,,,,,,
301072487,"0210","1020404533","912020","0909024436","546803","525202546803","970443",,"370571","00","11111111",,N,2025-09-09 09:44:36.000,,500000,"1020404533","094436","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSW","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSW",,"000","00",,,1,,,,,,,,,,,
301072488,"0210","1020404533","912020","0909024437","720298","525202720298","970443",,"223787","00","11111111",,N,2025-09-09 09:44:37.000,,1000000,"1020404533","094437","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSJ","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSJ",,"000","00",,,1,,,,,,,,,,,
301072490,"0210","1020404562","912020","0909024444","014009","525202014009","970443",,"165482","00","11111111",,N,2025-09-09 09:44:44.000,,500000,"1020404562","094444","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSC","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSC",,"000","00",,,1,,,,,,,,,,,
301072491,"0210","1020404562","912020","0909024445","873383","525202873383","970443",,"194169","00","11111111",,N,2025-09-09 09:44:45.000,,1000000,"1020404562","094445","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUS2","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUS2",,"000","00",,,1,,,,,,,,,,,
301072495,"0210","1024953297","912020","0909024453","106169","525202106169","970443",,"034510","00","11111111",,N,2025-09-09 09:44:53.000,,500000,"1024953297","094453","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSS","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSS",,"000","00",,,1,,,,,,,,,,,
301072496,"0210","1024953297","912020","0909024454","956906","525202956906","970443",,"086497","00","11111111",,N,2025-09-09 09:44:54.000,,1000000,"1024953297","094454","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSD","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSD",,"000","00",,,1,,,,,,,,,,,
301072500,"0210","1020412868","912020","0909024500","225583","525202225583","970443",,"468449","00","11111111",,N,2025-09-09 09:45:00.000,,500000,"1020412868","094500","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSM","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSM",,"000","00",,,1,,,,,,,,,,,
301072501,"0210","1020412868","912020","0909024503","186242","525202186242","970443",,"319596","00","11111111",,N,2025-09-09 09:45:03.000,,1000000,"1020412868","094503","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSI","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSI",,"000","00",,,1,,,,,,,,,,,
301072505,"0210","1020412457","912020","0909024510","524383","525202524383","970443",,"548186","00","11111111",,N,2025-09-09 09:45:10.000,,500000,"1020412457","094510","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUSY","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUSY",,"000","00",,,1,,,,,,,,,,,
301072506,"0210","1020412457","912020","0909024510","940134","525202940134","970443",,"153201","00","11111111",,N,2025-09-09 09:45:11.000,,1000000,"1020412457","094510","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUS5","970406",Nguyen Van A chuyen tien .-,1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEUS5",,"000","00",,,1,,,,,,,,,,,
301072508,"0210","1024953307","912020","0909024517","380702","525202380702","970443",,"913741","00","11111111",,N,2025-09-09 09:45:17.000,,500000,"1024953307","094517","0909","0909","7399","704","123456",,2025-09-09 00:00:00.000,"SHB EBS Banking
11HanThuyenPhamDinhHoHaiBaTrungHaNoi",IF_DEP,"5252IBT1dQ2AEUS4","970406",Nguyen Van A chuyen tien .-,500000,,"704",,"00000001",,"04","5252IBT1dQ2AEUS4",,"000","00",,,1,,,,,,,,,,,
301071350,"0200","109002298543","912020","0909090018","542158","525220542158","970412","980475",,,"13301003",,N,2025-09-09 09:00:18.000,,2555500,"109002298543","090015","0909","0909",,"704","0129837294",,2025-09-09 00:00:00.000,"CONG TY CO PHAN XAY DUNG PANAMA
HA NOI",IF_DEP,"5252WBVNA22ZHGM7","970406",CONG TY CO PHAN PANAMA chuyen tien,2555500,,"704",,"00000001",,"05","5252WBVNA22ZHGM7",,"000","00","200010000000188",VNM                                     ,1,,NGUYEN VAN NAPAS,,,,,,,,,
301071383,"0200","107002298047","912020","0909090542","605563","525220605563","970412","980475",,,"13301002",,N,2025-09-09 09:05:42.000,,544500,"107002298047","090539","0909","0909",,"704","0129837294",,2025-09-09 00:00:00.000,"LE THI QUYNH NHUNG
HA NOI",IF_DEP,"5252WBVNA22ZHGC1","970406",Le Thi Quynh Nhung chuyen tien,544500,,"704",,"00000001",,"04","5252WBVNA22ZHGC1",,"000","00","200010000000187",VNM                                     ,1,,NGUYEN VAN NAPAS,,,,,,,,,
301071326,"0200","000000043098","912020","0909020021","324447","525202324447","970440",,,,"11111111",,N,2025-09-09 09:00:21.000,,600200,"000000043098","090021","0909","0909","7399","704","0129837294",,2025-09-09 00:00:00.000,"KHDN6668888 KHDN6668888
",IF_DEP,"5252IBT1dQ2AEUW6","970406",web 0 cap 247 sua sto tam dung adr,600200,,"704",,"00000001",,"04","5252IBT1dQ2AEUW6",,"000","00","111111111111111",IBT SEAB BANK            HANOI       VNM,1,,,,,,,,,,,
301071365,"0200","2220447765","912020","0909102100","103520","525210103520","970418","980475",,,"00000099",,N,2025-09-09 09:01:59.000,,6000000,"2220447765","172100","0909","0909",,"704","3704140000443",,2025-09-09 00:00:00.000,"VU VIET TRUNG 
",IF_DEP,"5252BIDVA22ZHGCL","970406",Trung vv test IBFT2.0 spec1.0,6000000,,"704",,"00000001",,"05","5252BIDVA22ZHGCL",,"010","05",BIDV           ,IBT BIDV                 HANOI       VNM,1,,Nguyen Van A,,,,,,,,,
301071371,"0200","2111200749","912020","0909102100","114558","525210114558","970418","980478",,,"000000QR",,N,2025-09-09 09:02:09.000,,6000000,"2111200749","172100","0909","0909",,"704",NAPAS00,,2025-09-09 00:00:00.000,"LE HUY TUNG 
",IF_DEP,"5252BIDVA22ZHGCQ","970467",Trung vv test IBFT1.0,6000000,,"704",,"00000001",,"7","5252BIDVA22ZHGCQ",,"010","05",BIDV           ,IBT BIDV                 HANOI       VNM,1,,NAPAS,,,,,,,,,
301071639,"0210","9704060129837294","912000","0908192050","985352","525220985352","970406",,"703851","00","10000001",,N,2025-09-09 09:20:50.000,,1000000,"880674444","092050","0909","0909","7399","704","9704060129837294",,2025-09-09 00:00:00.000,"HOANG CHI CONG
",IF_DEP,"5252IBT1dQ2AEU15",,"20250909084812",1000000,,"704",,"00000001",,"04","5252IBT1dQ2AEU15",,"021","00",,,1,,,,,,,,,,,
301071645,"0210","09652024","912020","0909022053","298133","525209298133","555666","980478","188398","00","10000000",,N,2025-09-09 09:20:54.000,,10000000,"09652024","092053","0909","0909",,"704",V4D02000020,,2025-09-09 00:00:00.000,"Tran Van A
Ha Noi",IF_DEP,"5252BIDCA22ZHG8X","970418",linhnx,10000000,,"704",,"00000001",,"04","5252BIDCA22ZHG8X",,"000","00",,,1,,,,,,,,,,,
301071652,"0210","09652024","912020","0909022108","623182","525209623182","555666","980478","358959","00","10000000",,N,2025-09-09 09:21:08.000,,123456700,"09652024","092108","0909","0909",,"704",thuybeolun,,2025-09-09 00:00:00.000,"Tran Van A
Ha Noi",IF_DEP,"5252BIDCA22ZHG83","970418",linhnx,123456700,,"704",,"00000001",,"04","5252BIDCA22ZHG83",,"000","00",,,1,,,,,,,,,,,
301071660,"0210","09652024","912020","0909022116","417054","525209417054","555666","980478","388583","00","10000000",,N,2025-09-09 09:21:16.000,,12345600,"09652024","092116","0909","0909",,"704","6868686868",,2025-09-09 00:00:00.000,"Tran Van A
Ha Noi",IF_DEP,"5252BIDCA22ZHG8H","970418",linhnx,12345600,,"704",,"00000001",,"04","5252BIDCA22ZHG8H",,"000","00",,,1,,,,,,,,,,,
301071593,"0210","01442757","912020","0909022107","708394","525209708394","555567","980478",,"68","10000000",,N,2025-09-09 09:21:22.000,,300000,"01442757","092107","0909","0909",,"704","103110000001210",,2025-09-09 00:00:00.000,"VRB
Ha Noi",IF_DEP,"5252BIDCA22ZHG8S","970421",TEST CK,300000,,"704",,"00000001",,"04","5252BIDCA22ZHG8S",,,,,,1,,PHAN THI THUY TRANG,,,,,,,,,
301071664,"0210","51218242","912020","0909022120","652556","525209652556","555666","980478","137825","00","10000000",,N,2025-09-09 09:21:22.000,,2000000,"51218242","092120","0909","0909",,"704","0021019688003",,2025-09-09 00:00:00.000,"Nguyen Van Bao Viet
Ha Noi",IF_DEP,"5252BIDCA22ZHG8I","970438",test ck bi chan1,2000000,,"704",,"00000001",,"04","5252BIDCA22ZHG8I",,"000","00",,,1,91,KHACH HANG 1589834,,,,,,,,,
301071691,"0210","60175787","912020","0909022143","618681","525209618681","555666","980478","000249","00","10000000",,N,2025-09-09 09:21:44.000,,5000000,"60175787","092143","0909","0909",,"704","100000000003",,2025-09-09 00:00:00.000,"KBANK
hanoi",IF_DEP,"5252BIDCA22ZHGFQ","668888",transfer,5000000,,"704",,"00000001",,"04","5252BIDCA22ZHGFQ",,"000","00",,,1,,CONG TY TNHH MOT THANH VIEN ABC999 ,,,,,,,,,
301071705,"0210","09652024","912020","0909022154","439088","525209439088","555666","980478","583785","00","10000000",,N,2025-09-09 09:21:54.000,,123123200,"09652024","092154","0909","0909",,"704","6868686868",,2025-09-09 00:00:00.000,"Tran Van A
Ha Noi",IF_DEP,"5252BIDCA22ZHGF8","970418",hjkhjkjhhjkhj,123123200,,"704",,"00000001",,"04","5252BIDCA22ZHGF8",,"000","00",,,1,,,,,,,,,,,
301071715,"0210","101110000000681","912020","0909022202","016912","525202016912","970421","980475","147147","00","97042100",,N,2025-09-09 09:22:02.000,,1000000,"101110000000681","092202","0909","0909",,"704",NAPAS00,,2025-09-09 00:00:00.000,"CUSTOMER_000000480
",IF_DEP,"5252VRBAA22ZHGFM","970406",FULL_NAME_000000480 CHUYEN KHOAN tai DONGA BANK,1000000,,"704",,"00000001",,"05","5252VRBAA22ZHGFM",,"000","00",,,1,,,,,,,,,,,
301071717,"0210","331099998888","912020","0909092203","685720","525220685720","970412","980478",,"68","13301000",,N,2025-09-09 09:22:03.000,,11087200,"331099998888","092202","0909","0909",,"704","70243793",,2025-09-09 00:00:00.000,"CHU HUE MAN
HA NOI",IF_DEP,"5252WBVNA22ZHGFY","555666",Lan test chuyen tien gd online IBFT110872,11087200,,"704",,"00000001",,"02","5252WBVNA22ZHGFY",,"000","00",,,1,,Tran Duy Toan,,,,,,,,,
301071720,"0210","101810000001107","912020","0909022207","016913","525202016913","970421","980475","427428","00","97042100",,N,2025-09-09 09:22:07.000,,1400000,"101810000001107","092207","0909","0909",,"704",NAPAS00,,2025-09-09 00:00:00.000,"CUSTOMER_000001467
",IF_DEP,"5252VRBAA22ZHGFJ","970406",FULL_NAME_000001467 CHUYEN KHOAN tai DONGA BANK,1400000,,"704",,"00000001",,"05","5252VRBAA22ZHGFJ",,"000","00",,,1,,,,,,,,,,,
301071726,"0210","10000197152","910020","0909022210","941490","525202941490","970423","980478",,"68","00000001",,N,2025-09-09 09:22:12.000,,200000,"10000197152","092210","0909","0909",,"704",CTTHANHCONG,,2025-09-09 00:00:00.000,"Nong Hong Son
 ",IF_DEP,"5252TPBVA22ZHGFZ","555666",Giao dich CHUYEN tien INV_02,200000,,"704",,"00000001",,"04","5252TPBVA22ZHGFZ",,"000","00",,,1,,tpb,,,,,,,,,
301071597,"0210","01442757","912020","0909022236","190175","525209190175","555567","980478",,"68","10000000",,N,2025-09-09 09:22:51.000,,300000,"01442757","092236","0909","0909",,"704","103110000001210",,2025-09-09 00:00:00.000,"VRB
Ha Noi",IF_DEP,"5252BIDCA22ZHGFR","970421",TEST CK,300000,,"704",,"00000001",,"04","5252BIDCA22ZHGFR",,,,,,1,,PHAN THI THUY TRANG,,,,,,,,,
301071768,"0210","101002296779","912020","0909092325","961272","525220961272","970412","980475","181956","00","13301003",,N,2025-09-09 09:23:25.000,,2543600000,"101002296779","092322","0909","0909",,"704","0129837294",,2025-09-09 00:00:00.000,"CONG TY TNHH HTC HOLDINGS VIET NAMS
HA NOI",IF_DEP,"5252WBVNA22ZHGFK","970406",A026 00001337 00001420,2543600000,,"704",,"00000001",,"05","5252WBVNA22ZHGFK",,"000","00",,,1,,,,,,,,,,,
301071771,"0210","82247882","912000","0909022325","097571","525209097571","555567","980478",,"05","10000000",,N,2025-09-09 09:23:28.000,,5000000,"82247882","092325","0909","0909",,"704","9704431148048439",,2025-09-09 00:00:00.000,"shb
hanoi",IF_DEP,"5252BIDCA22ZHGFG",,Phuong chuyen tien 0909,5000000,,"704",,"00000001",,"04","5252BIDCA22ZHGFG",,"000","00",,HA NOI     LY THUONG KIET          NAVNM,1,,DANG THI NHUNG,,,,,,,,,
301071753,"0210","01442757","912020","0909022402","181553","525209181553","555567","980478",,"68","10000000",,N,2025-09-09 09:24:17.000,,300000,"01442757","092402","0909","0909",,"704","103110000001210",,2025-09-09 00:00:00.000,"VRB
Ha Noi",IF_DEP,"5252BIDCA22ZHGFV","970421",TEST CP,300000,,"704",,"00000001",,"04","5252BIDCA22ZHGFV",,,,,,1,,PHAN THI THUY TRANG,,,,,,,,,
301071797,"0210","0021019688003","912020","0909092423","025546","525220025546","970438","980478",,"13","00000001",,N,2025-09-09 09:24:24.000,,1001300,"0021019688003","092423","0909","0909",,"704","51218242",,2025-09-09 00:00:00.000,"KHACH HANG 1589834
",IF_DEP,"5252BVBVA22ZHGFD","555666",Tool ck daily 125,1001300,,"704",,"00000001",,"04","5252BVBVA22ZHGFD",,"012","05",,,1,,Nguyen Van Bao Viet,,,,,,,,,
301071806,"0210","0051000952004","912020","0909092446","025547","525220025547","970438","980478","588674","00","00000001",,N,2025-09-09 09:24:46.000,,2000000,"0051000952004","092446","0909","0909",,"704","123456",,2025-09-09 00:00:00.000,"KHACH HANG 1000840
",IF_DEP,"5252BVBVA22ZHGF4","555666",test ck ib1,2000000,,"704",,"00000001",,"04","5252BVBVA22ZHGF4",,"012","05",,,1,,NGUYEN TRONG HUY,,,,,,,,,
301071816,"0210","107002298047","912020","0909092538","106785","525220106785","970412","980475","048561","00","13301002",,N,2025-09-09 09:25:39.000,,3698400,"107002298047","092538","0909","0909",,"704","0129837294",,2025-09-09 00:00:00.000,"LE THI QUYNH NHUNG
HA NOI",IF_DEP,"5252WBVNA22ZHGJ2","970406",Le Thi Quynh Nhung chuyen tien,3698400,,"704",,"00000001",,"04","5252WBVNA22ZHGJ2",,"000","00",,,1,,,,,,,,,,,
301071818,"0210","060242496844","912020","0909022601","660751","525202660751","970403","980478","692181","00","00009999",,N,2025-09-09 09:26:02.000,,2000000,"060242496844","092601","0909","0909",,"704",NAPAS00,,2025-09-09 00:00:00.000,"SACOMBANK
CK tu SACOMBANK",IF_DEP,"5252SGTTA22ZHGJL","970467",IBFT VO TRAN THIEN PHUC transfer,2000000,,"704",,"00000001",,"05","5252SGTTA22ZHGJL",,"021","00",,SACOMBANK              HCM           VNM,1,,NAPAS,,,,,,,,,
301071833,"0210","102004091998","912020","0909092725","193788","525220193788","970412","980478",,"68","13301000",,N,2025-09-09 09:27:25.000,,83167600,"102004091998","092723","0909","0909",,"704","70243793",,2025-09-09 00:00:00.000,"KHACH HANG 12124166
HA NOI",IF_DEP,"5252WBVNA22ZHGJ1","555666",Lan test chuyen tien gd online IBFT831676,83167600,,"704",,"00000001",,"02","5252WBVNA22ZHGJ1",,"000","00",,,1,,Tran Duy Toan,,,,,,,,,
301071837,"0210","102004091998","912020","0909092727","823554","525220823554","970412","980478",,"68","13301000",,N,2025-09-09 09:27:27.000,,45122000,"102004091998","092725","0909","0909",,"704","70243793",,2025-09-09 00:00:00.000,"KHACH HANG 12124166
HA NOI",IF_DEP,"5252WBVNA22ZHGJM","555666",Lan test chuyen tien gd online IBFT451220,45122000,,"704",,"00000001",,"02","5252WBVNA22ZHGJM",,"000","00",,,1,,Tran Duy Toan,,,,,,,,,
301071841,"0210","102004091998","912020","0909092729","244647","525220244647","970412","980478",,"68","13301000",,N,2025-09-09 09:27:29.000,,23326500,"102004091998","092727","0909","0909",,"704","70243793",,2025-09-09 00:00:00.000,"KHACH HANG 12124166
HA NOI",IF_DEP,"5252WBVNA22ZHGJC","555666",Lan test chuyen tien gd online IBFT233265,23326500,,"704",,"00000001",,"02","5252WBVNA22ZHGJC",,"000","00",,,1,,Tran Duy Toan,,,,,,,,,
